SERVICE_TYPE,USAGE_DATE,CREDITS_USED_COMPUTE,CREDITS_USED_CLOUD_SERVICES,CREDITS_USED,CREDITS_ADJUSTMENT_CLOUD_SERVICES,CREDITS_BILLED
WAREHOUSE_METERING,2026-07-24,73.195277732,2.535003321,75.730281053,-2.5350033210,73.1952777320
TRUST_CENTER,2026-07-25,0.697723092,0.000000000,0.697723092,0.0000000000,0.6977230920
WAREHOUSE_METERING,2026-07-25,51.972777752,2.129652311,54.102430063,-2.1296523110,51.9727777520
TRUST_CENTER,2026-07-26,0.703535090,0.000000000,0.703535090,0.0000000000,0.7035350900
WAREHOUSE_METERING,2026-07-26,54.969999981,2.199215214,57.169215195,-2.1992152140,54.9699999810
PIPE,2026-07-27,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-07-27,0.000000075,0.000000000,0.000000075,0.0000000000,0.0000000750
TRUST_CENTER,2026-07-27,0.718601405,0.000000000,0.718601405,0.0000000000,0.7186014050
WAREHOUSE_METERING,2026-07-27,82.566388851,2.601047243,85.167436094,-2.6010472430,82.5663888510
CORTEX_AGENTS,2026-07-28,0.256340310,0.000000000,0.256340310,0.0000000000,0.2563403100
PIPE,2026-07-28,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-07-28,0.000015243,0.000000000,0.000015243,0.0000000000,0.0000152430
TRUST_CENTER,2026-07-28,0.833085341,0.000000000,0.833085341,0.0000000000,0.8330853410
WAREHOUSE_METERING,2026-07-28,80.669722178,2.494574515,83.164296693,-2.4945745150,80.6697221780
PIPE,2026-07-29,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
SNOWFLAKE_COCO_SNOWSIGHT,2026-07-29,0.076673560,0.000000000,0.076673560,0.0000000000,0.0766735600
TELEMETRY_DATA_INGEST,2026-07-29,0.000011288,0.000000000,0.000011288,0.0000000000,0.0000112880
TRUST_CENTER,2026-07-29,0.765960168,0.000000000,0.765960168,0.0000000000,0.7659601680
WAREHOUSE_METERING,2026-07-29,74.235833292,2.583720324,76.819553616,-2.5837203240,74.2358332920
PIPE,2026-07-30,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
SNOWFLAKE_COCO_SNOWSIGHT,2026-07-30,0.632177660,0.000000000,0.632177660,0.0000000000,0.6321776600
TELEMETRY_DATA_INGEST,2026-07-30,0.000067474,0.000000000,0.000067474,0.0000000000,0.0000674740
TRUST_CENTER,2026-07-30,0.772113411,0.000000000,0.772113411,0.0000000000,0.7721134110
WAREHOUSE_METERING,2026-07-30,66.405277750,2.604659475,69.009937225,-2.6046594750,66.4052777500
PIPE,2026-07-31,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-07-31,0.000000512,0.000000000,0.000000512,0.0000000000,0.0000005120
TRUST_CENTER,2026-07-31,0.893015772,0.000000000,0.893015772,0.0000000000,0.8930157720
WAREHOUSE_METERING,2026-07-31,72.488888847,2.517120127,75.006008974,-2.5171201270,72.4888888470
TRUST_CENTER,2026-08-01,0.907941918,0.000000000,0.907941918,0.0000000000,0.9079419180
WAREHOUSE_METERING,2026-08-01,54.052777749,2.168659808,56.221437557,-2.1686598080,54.0527777490
TRUST_CENTER,2026-08-02,0.896241832,0.000000000,0.896241832,0.0000000000,0.8962418320
WAREHOUSE_METERING,2026-08-02,54.265555524,2.335459935,56.601015459,-2.3354599350,54.2655555240
PIPE,2026-08-03,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-03,0.000000147,0.000000000,0.000000147,0.0000000000,0.0000001470
TRUST_CENTER,2026-08-03,0.945191392,0.000000000,0.945191392,0.0000000000,0.9451913920
WAREHOUSE_METERING,2026-08-03,75.944999958,2.669627601,78.614627559,-2.6696276010,75.9449999580
PIPE,2026-08-04,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-04,0.000000088,0.000000000,0.000000088,0.0000000000,0.0000000880
TRUST_CENTER,2026-08-04,0.828230218,0.000000000,0.828230218,0.0000000000,0.8282302180
WAREHOUSE_METERING,2026-08-04,68.473055520,2.624859316,71.097914836,-2.6248593160,68.4730555200
AI_INFERENCE,2026-08-05,0.000063910,0.000000000,0.000063910,0.0000000000,0.0000639100
PIPE,2026-08-05,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-05,0.000001497,0.000000000,0.000001497,0.0000000000,0.0000014970
TRUST_CENTER,2026-08-05,0.881999968,0.000000000,0.881999968,0.0000000000,0.8819999680
WAREHOUSE_METERING,2026-08-05,68.518333295,2.399887223,70.918220518,-2.3998872230,68.5183332950
AI_INFERENCE,2026-08-06,0.000301180,0.000000000,0.000301180,0.0000000000,0.0003011800
CORTEX_AGENTS,2026-08-06,0.200323620,0.000000000,0.200323620,0.0000000000,0.2003236200
PIPE,2026-08-06,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-06,0.000009926,0.000000000,0.000009926,0.0000000000,0.0000099260
TRUST_CENTER,2026-08-06,0.931321622,0.000000000,0.931321622,0.0000000000,0.9313216220
WAREHOUSE_METERING,2026-08-06,72.766111076,2.508394558,75.274505634,-2.5083945580,72.7661110760
AI_INFERENCE,2026-08-07,0.000172920,0.000000000,0.000172920,0.0000000000,0.0001729200
PIPE,2026-08-07,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
SNOWFLAKE_COCO_SNOWSIGHT,2026-08-07,0.696397730,0.000000000,0.696397730,0.0000000000,0.6963977300
TELEMETRY_DATA_INGEST,2026-08-07,0.000076756,0.000000000,0.000076756,0.0000000000,0.0000767560
TRUST_CENTER,2026-08-07,0.916503884,0.000000000,0.916503884,0.0000000000,0.9165038840
WAREHOUSE_METERING,2026-08-07,66.416111067,2.451111680,68.867222747,-2.4511116800,66.4161110670
TRUST_CENTER,2026-08-08,0.824490132,0.000000000,0.824490132,0.0000000000,0.8244901320
WAREHOUSE_METERING,2026-08-08,50.966944414,2.089854610,53.056799024,-2.0898546100,50.9669444140
TRUST_CENTER,2026-08-09,0.826409717,0.000000000,0.826409717,0.0000000000,0.8264097170
WAREHOUSE_METERING,2026-08-09,55.252222194,2.322446356,57.574668550,-2.3224463560,55.2522221940
PIPE,2026-08-10,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-10,0.000000694,0.000000000,0.000000694,0.0000000000,0.0000006940
TRUST_CENTER,2026-08-10,0.849450129,0.000000000,0.849450129,0.0000000000,0.8494501290
WAREHOUSE_METERING,2026-08-10,80.057777730,2.475737937,82.533515667,-2.4757379370,80.0577777300
PIPE,2026-08-11,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-11,0.000006620,0.000000000,0.000006620,0.0000000000,0.0000066200
TRUST_CENTER,2026-08-11,0.882768661,0.000000000,0.882768661,0.0000000000,0.8827686610
WAREHOUSE_METERING,2026-08-11,82.297499965,2.938761221,85.236261186,-2.9387612210,82.2974999650
PIPE,2026-08-12,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-12,0.000003423,0.000000000,0.000003423,0.0000000000,0.0000034230
TRUST_CENTER,2026-08-12,0.864468907,0.000000000,0.864468907,0.0000000000,0.8644689070
WAREHOUSE_METERING,2026-08-12,77.353611061,2.525172405,79.878783466,-2.5251724050,77.3536110610
PIPE,2026-08-13,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-13,0.000002056,0.000000000,0.000002056,0.0000000000,0.0000020560
TRUST_CENTER,2026-08-13,0.848794612,0.000000000,0.848794612,0.0000000000,0.8487946120
WAREHOUSE_METERING,2026-08-13,67.596388847,2.439427512,70.035816359,-2.4394275120,67.5963888470
PIPE,2026-08-14,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-14,0.000000059,0.000000000,0.000000059,0.0000000000,0.0000000590
TRUST_CENTER,2026-08-14,0.837867893,0.000000000,0.837867893,0.0000000000,0.8378678930
WAREHOUSE_METERING,2026-08-14,57.849999971,2.347791796,60.197791767,-2.3477917960,57.8499999710
TRUST_CENTER,2026-08-15,0.835591849,0.000000000,0.835591849,0.0000000000,0.8355918490
WAREHOUSE_METERING,2026-08-15,51.389166643,2.141885772,53.531052415,-2.1418857720,51.3891666430
TRUST_CENTER,2026-08-16,0.851296498,0.000000000,0.851296498,0.0000000000,0.8512964980
WAREHOUSE_METERING,2026-08-16,49.446388855,2.210144959,51.656533814,-2.2101449590,49.4463888550
TRUST_CENTER,2026-08-17,0.869472349,0.000000000,0.869472349,0.0000000000,0.8694723490
WAREHOUSE_METERING,2026-08-17,55.328611070,2.505578606,57.834189676,-2.5055786060,55.3286110700
PIPE,2026-08-18,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-18,0.000000441,0.000000000,0.000000441,0.0000000000,0.0000004410
TRUST_CENTER,2026-08-18,0.901059680,0.000000000,0.901059680,0.0000000000,0.9010596800
WAREHOUSE_METERING,2026-08-18,67.773333302,2.618474989,70.391808291,-2.6184749890,67.7733333020
PIPE,2026-08-19,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-19,0.000001713,0.000000000,0.000001713,0.0000000000,0.0000017130
TRUST_CENTER,2026-08-19,0.915817433,0.000000000,0.915817433,0.0000000000,0.9158174330
WAREHOUSE_METERING,2026-08-19,65.870277744,2.473725700,68.344003444,-2.4737257000,65.8702777440
PIPE,2026-08-20,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-20,0.000000761,0.000000000,0.000000761,0.0000000000,0.0000007610
TRUST_CENTER,2026-08-20,0.886123865,0.000000000,0.886123865,0.0000000000,0.8861238650
WAREHOUSE_METERING,2026-08-20,69.472777742,2.878435545,72.351213287,-2.8784355450,69.4727777420
PIPE,2026-08-21,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-21,0.000001356,0.000000000,0.000001356,0.0000000000,0.0000013560
TRUST_CENTER,2026-08-21,0.902448929,0.000000000,0.902448929,0.0000000000,0.9024489290
WAREHOUSE_METERING,2026-08-21,71.744722196,2.648326665,74.393048861,-2.6483266650,71.7447221960
TRUST_CENTER,2026-08-22,0.822367712,0.000000000,0.822367712,0.0000000000,0.8223677120
WAREHOUSE_METERING,2026-08-22,52.114444416,2.125750451,54.240194867,-2.1257504510,52.1144444160
TRUST_CENTER,2026-08-23,0.832074145,0.000000000,0.832074145,0.0000000000,0.8320741450
WAREHOUSE_METERING,2026-08-23,51.515555523,2.231776689,53.747332212,-2.2317766890,51.5155555230
PIPE,2026-08-24,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-24,0.000000015,0.000000000,0.000000015,0.0000000000,0.0000000150
TRUST_CENTER,2026-08-24,0.877275956,0.000000000,0.877275956,0.0000000000,0.8772759560
WAREHOUSE_METERING,2026-08-24,114.822499938,2.597042250,117.419542188,-2.5970422500,114.8224999380
PIPE,2026-08-25,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-25,0.000000076,0.000000000,0.000000076,0.0000000000,0.0000000760
TRUST_CENTER,2026-08-25,0.825904405,0.000000000,0.825904405,0.0000000000,0.8259044050
WAREHOUSE_METERING,2026-08-25,80.484444396,2.603727685,83.088172081,-2.6037276850,80.4844443960
PIPE,2026-08-26,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-26,0.000000046,0.000000000,0.000000046,0.0000000000,0.0000000460
TRUST_CENTER,2026-08-26,0.945126630,0.000000000,0.945126630,0.0000000000,0.9451266300
WAREHOUSE_METERING,2026-08-26,67.107777738,2.774410514,69.882188252,-2.7744105140,67.1077777380
AI_INFERENCE,2026-08-27,0.000258390,0.000000000,0.000258390,0.0000000000,0.0002583900
AUTO_CLUSTERING,2026-08-27,0.000107223,0.000000000,0.000107223,0.0000000000,0.0001072230
PIPE,2026-08-27,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-27,0.000000105,0.000000000,0.000000105,0.0000000000,0.0000001050
TRUST_CENTER,2026-08-27,0.938577071,0.000000000,0.938577071,0.0000000000,0.9385770710
WAREHOUSE_METERING,2026-08-27,68.797499957,2.681476289,71.478976246,-2.6814762890,68.7974999570
PIPE,2026-08-28,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-28,0.000000122,0.000000000,0.000000122,0.0000000000,0.0000001220
TRUST_CENTER,2026-08-28,0.912485679,0.000000000,0.912485679,0.0000000000,0.9124856790
WAREHOUSE_METERING,2026-08-28,70.994722196,4.330289302,75.325011498,-4.3302893020,70.9947221960
TRUST_CENTER,2026-08-29,0.838491478,0.000000000,0.838491478,0.0000000000,0.8384914780
WAREHOUSE_METERING,2026-08-29,50.643333303,2.106816862,52.750150165,-2.1068168620,50.6433333030
TRUST_CENTER,2026-08-30,0.832737028,0.000000000,0.832737028,0.0000000000,0.8327370280
WAREHOUSE_METERING,2026-08-30,51.238333314,2.229317721,53.467651035,-2.2293177210,51.2383333140
PIPE,2026-08-31,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-08-31,0.000000045,0.000000000,0.000000045,0.0000000000,0.0000000450
TRUST_CENTER,2026-08-31,0.918824774,0.000000000,0.918824774,0.0000000000,0.9188247740
WAREHOUSE_METERING,2026-08-31,76.344166622,3.589238101,79.933404723,-3.5892381010,76.3441666220
AI_FUNCTIONS,2026-09-01,0.005863404,0.000000000,0.005863404,0.0000000000,0.0058634040
PIPE,2026-09-01,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
SNOWFLAKE_COCO_SNOWSIGHT,2026-09-01,2.870492930,0.000000000,2.870492930,0.0000000000,2.8704929300
SNOWFLAKE_COWORK,2026-09-01,0.086722670,0.000000000,0.086722670,0.0000000000,0.0867226700
SNOWPARK_CONTAINER_SERVICES,2026-09-01,2.051744441,0.000000000,2.051744441,0.0000000000,2.0517444410
TELEMETRY_DATA_INGEST,2026-09-01,0.001397359,0.000000000,0.001397359,0.0000000000,0.0013973590
TRUST_CENTER,2026-09-01,0.901546866,0.000000000,0.901546866,0.0000000000,0.9015468660
WAREHOUSE_METERING,2026-09-01,89.710833289,3.371021073,93.081854362,-3.3710210730,89.7108332890
PIPE,2026-09-02,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
SNOWPARK_CONTAINER_SERVICES,2026-09-02,0.694344442,0.000000000,0.694344442,0.0000000000,0.6943444420
TELEMETRY_DATA_INGEST,2026-09-02,0.000385892,0.000000000,0.000385892,0.0000000000,0.0003858920
TRUST_CENTER,2026-09-02,1.013769481,0.000000000,1.013769481,0.0000000000,1.0137694810
WAREHOUSE_METERING,2026-09-02,70.682222186,2.792910250,73.475132436,-2.7929102500,70.6822221860
PIPE,2026-09-03,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
SNOWFLAKE_COCO_SNOWSIGHT,2026-09-03,0.034308932,0.000000000,0.034308932,0.0000000000,0.0343089320
SNOWPARK_CONTAINER_SERVICES,2026-09-03,0.009166667,0.000000000,0.009166667,0.0000000000,0.0091666670
TELEMETRY_DATA_INGEST,2026-09-03,0.000006392,0.000000000,0.000006392,0.0000000000,0.0000063920
TRUST_CENTER,2026-09-03,1.040551468,0.000000000,1.040551468,0.0000000000,1.0405514680
WAREHOUSE_METERING,2026-09-03,70.181388860,2.800118972,72.981507832,-2.8001189720,70.1813888600
TRUST_CENTER,2026-09-04,1.061086324,0.000000000,1.061086324,0.0000000000,1.0610863240
WAREHOUSE_METERING,2026-09-04,71.363611065,2.495956065,73.859567130,-2.4959560650,71.3636110650
PIPE,2026-09-05,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
SNOWPARK_CONTAINER_SERVICES,2026-09-05,0.009166667,0.000000000,0.009166667,0.0000000000,0.0091666670
TELEMETRY_DATA_INGEST,2026-09-05,0.000000017,0.000000000,0.000000017,0.0000000000,0.0000000170
TRUST_CENTER,2026-09-05,1.014695745,0.000000000,1.014695745,0.0000000000,1.0146957450
WAREHOUSE_METERING,2026-09-05,53.057499986,2.292401924,55.349901910,-2.2924019240,53.0574999860
TRUST_CENTER,2026-09-06,0.990551740,0.000000000,0.990551740,0.0000000000,0.9905517400
WAREHOUSE_METERING,2026-09-06,55.311666653,2.499644725,57.811311378,-2.4996447250,55.3116666530
PIPE,2026-09-07,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
SNOWFLAKE_COCO_SNOWSIGHT,2026-09-07,0.500731387,0.000000000,0.500731387,0.0000000000,0.5007313870
TELEMETRY_DATA_INGEST,2026-09-07,0.000064237,0.000000000,0.000064237,0.0000000000,0.0000642370
TRUST_CENTER,2026-09-07,1.029856931,0.000000000,1.029856931,0.0000000000,1.0298569310
WAREHOUSE_METERING,2026-09-07,91.427777729,3.188610985,94.616388714,-3.1886109850,91.4277777290
PIPE,2026-09-08,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
SNOWFLAKE_COCO_SNOWSIGHT,2026-09-08,0.746315201,0.000000000,0.746315201,0.0000000000,0.7463152010
TELEMETRY_DATA_INGEST,2026-09-08,0.000083178,0.000000000,0.000083178,0.0000000000,0.0000831780
TRUST_CENTER,2026-09-08,1.047907203,0.000000000,1.047907203,0.0000000000,1.0479072030
WAREHOUSE_METERING,2026-09-08,72.978611077,3.042872572,76.021483649,-3.0428725720,72.9786110770
PIPE,2026-09-09,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-09-09,0.000000030,0.000000000,0.000000030,0.0000000000,0.0000000300
TRUST_CENTER,2026-09-09,1.065059035,0.000000000,1.065059035,0.0000000000,1.0650590350
WAREHOUSE_METERING,2026-09-09,71.565277766,2.819521958,74.384799724,-2.8195219580,71.5652777660
PIPE,2026-09-10,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
SNOWFLAKE_COCO_SNOWSIGHT,2026-09-10,0.416099238,0.000000000,0.416099238,0.0000000000,0.4160992380
TELEMETRY_DATA_INGEST,2026-09-10,0.000038663,0.000000000,0.000038663,0.0000000000,0.0000386630
TRUST_CENTER,2026-09-10,1.037226125,0.000000000,1.037226125,0.0000000000,1.0372261250
WAREHOUSE_METERING,2026-09-10,72.215555554,2.742283332,74.957838886,-2.7422833320,72.2155555540
PIPE,2026-09-11,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-09-11,0.000000291,0.000000000,0.000000291,0.0000000000,0.0000002910
TRUST_CENTER,2026-09-11,0.991417813,0.000000000,0.991417813,0.0000000000,0.9914178130
WAREHOUSE_METERING,2026-09-11,63.987499963,2.478605945,66.466105908,-2.4786059450,63.9874999630
TRUST_CENTER,2026-09-12,0.991202195,0.000000000,0.991202195,0.0000000000,0.9912021950
WAREHOUSE_METERING,2026-09-12,53.843611095,2.242853449,56.086464544,-2.2428534490,53.8436110950
TRUST_CENTER,2026-09-13,0.973267946,0.000000000,0.973267946,0.0000000000,0.9732679460
WAREHOUSE_METERING,2026-09-13,57.263888874,2.632027606,59.895916480,-2.6320276060,57.2638888740
PIPE,2026-09-14,0.000000000,0.000000000,0.000000000,0.0000000000,0.0000000000
TELEMETRY_DATA_INGEST,2026-09-14,0.000000122,0.000000000,0.000000122,0.0000000000,0.0000001220
TRUST_CENTER,2026-09-14,0.240277865,0.000000000,0.240277865,0.0000000000,0.2402778650
WAREHOUSE_METERING,2026-09-14,28.558333326,0.611174570,29.169507896,-0.6111745700,28.5583333260
