SERVICE_TYPE,USAGE_DATE,CREDITS_USED_COMPUTE,CREDITS_USED_CLOUD_SERVICES,CREDITS_USED,CREDITS_ADJUSTMENT_CLOUD_SERVICES,CREDITS_BILLED
WAREHOUSE_METERING,2025-10-26,58.631111101,2.384562397,61.015673498,-2.3845623970,58.6311111010
TRUST_CENTER,2025-10-27,0.125054015,0.000000000,0.125054015,0.0000000000,0.1250540150
WAREHOUSE_METERING,2025-10-27,79.814722162,3.866214292,83.680936454,-3.8662142920,79.8147221620
TRUST_CENTER,2025-10-28,0.085560629,0.000000000,0.085560629,0.0000000000,0.0855606290
WAREHOUSE_METERING,2025-10-28,78.823888839,2.853428588,81.677317427,-2.8534285880,78.8238888390
TRUST_CENTER,2025-10-29,0.080194525,0.000000000,0.080194525,0.0000000000,0.0801945250
WAREHOUSE_METERING,2025-10-29,79.542499948,2.628733916,82.171233864,-2.6287339160,79.5424999480
TRUST_CENTER,2025-10-30,0.086673174,0.000000000,0.086673174,0.0000000000,0.0866731740
WAREHOUSE_METERING,2025-10-30,76.025277744,2.703340246,78.728617990,-2.7033402460,76.0252777440
TRUST_CENTER,2025-10-31,0.071441433,0.000000000,0.071441433,0.0000000000,0.0714414330
WAREHOUSE_METERING,2025-10-31,71.520833299,2.411343905,73.932177204,-2.4113439050,71.5208332990
TRUST_CENTER,2025-11-01,0.079712476,0.000000000,0.079712476,0.0000000000,0.0797124760
WAREHOUSE_METERING,2025-11-01,59.867222202,2.205248720,62.072470922,-2.2052487200,59.8672222020
TRUST_CENTER,2025-11-02,0.069096620,0.000000000,0.069096620,0.0000000000,0.0690966200
WAREHOUSE_METERING,2025-11-02,57.708611100,2.283195736,59.991806836,-2.2831957360,57.7086111000
TRUST_CENTER,2025-11-03,0.069527474,0.000000000,0.069527474,0.0000000000,0.0695274740
WAREHOUSE_METERING,2025-11-03,78.107222184,2.661017054,80.768239238,-2.6610170540,78.1072221840
TRUST_CENTER,2025-11-04,0.077149029,0.000000000,0.077149029,0.0000000000,0.0771490290
WAREHOUSE_METERING,2025-11-04,79.710277737,2.668370035,82.378647772,-2.6683700350,79.7102777370
TRUST_CENTER,2025-11-05,0.088045173,0.000000000,0.088045173,0.0000000000,0.0880451730
WAREHOUSE_METERING,2025-11-05,77.924166622,2.556837059,80.481003681,-2.5568370590,77.9241666220
TRUST_CENTER,2025-11-06,0.086205051,0.000000000,0.086205051,0.0000000000,0.0862050510
WAREHOUSE_METERING,2025-11-06,77.809722170,2.608012749,80.417734919,-2.6080127490,77.8097221700
TRUST_CENTER,2025-11-07,0.085598828,0.000000000,0.085598828,0.0000000000,0.0855988280
WAREHOUSE_METERING,2025-11-07,84.310833266,2.666492167,86.977325433,-2.6664921670,84.3108332660
TRUST_CENTER,2025-11-08,0.081856429,0.000000000,0.081856429,0.0000000000,0.0818564290
WAREHOUSE_METERING,2025-11-08,75.591111071,2.411876717,78.002987788,-2.4118767170,75.5911110710
TRUST_CENTER,2025-11-09,0.091227105,0.000000000,0.091227105,0.0000000000,0.0912271050
WAREHOUSE_METERING,2025-11-09,75.152222173,2.552460930,77.704683103,-2.5524609300,75.1522221730
TRUST_CENTER,2025-11-10,0.084472394,0.000000000,0.084472394,0.0000000000,0.0844723940
WAREHOUSE_METERING,2025-11-10,103.949166596,2.954023989,106.903190585,-2.9540239890,103.9491665960
TRUST_CENTER,2025-11-11,0.075187154,0.000000000,0.075187154,0.0000000000,0.0751871540
WAREHOUSE_METERING,2025-11-11,98.140833283,2.993812591,101.134645874,-2.9938125910,98.1408332830
TRUST_CENTER,2025-11-12,0.076244519,0.000000000,0.076244519,0.0000000000,0.0762445190
WAREHOUSE_METERING,2025-11-12,77.197777727,2.979703832,80.177481559,-2.9797038320,77.1977777270
TRUST_CENTER,2025-11-13,0.079987200,0.000000000,0.079987200,0.0000000000,0.0799872000
WAREHOUSE_METERING,2025-11-13,84.332499954,2.820371470,87.152871424,-2.8203714700,84.3324999540
TRUST_CENTER,2025-11-14,0.067803951,0.000000000,0.067803951,0.0000000000,0.0678039510
WAREHOUSE_METERING,2025-11-14,71.425833286,1.340981697,72.766814983,-1.3409816970,71.4258332860
TRUST_CENTER,2025-11-15,0.076481566,0.000000000,0.076481566,0.0000000000,0.0764815660
WAREHOUSE_METERING,2025-11-15,67.888333289,1.966731589,69.855064878,-1.9667315890,67.8883332890
TRUST_CENTER,2025-11-16,0.072742600,0.000000000,0.072742600,0.0000000000,0.0727426000
WAREHOUSE_METERING,2025-11-16,74.160277730,4.583001265,78.743278995,-4.5830012650,74.1602777300
TRUST_CENTER,2025-11-17,0.083619335,0.000000000,0.083619335,0.0000000000,0.0836193350
WAREHOUSE_METERING,2025-11-17,88.913333279,4.036755428,92.950088707,-4.0367554280,88.9133332790
TRUST_CENTER,2025-11-18,0.084497400,0.000000000,0.084497400,0.0000000000,0.0844974000
WAREHOUSE_METERING,2025-11-18,83.473888832,2.785939226,86.259828058,-2.7859392260,83.4738888320
TRUST_CENTER,2025-11-19,0.083212472,0.000000000,0.083212472,0.0000000000,0.0832124720
WAREHOUSE_METERING,2025-11-19,96.638333276,2.996119878,99.634453154,-2.9961198780,96.6383332760
TRUST_CENTER,2025-11-20,0.082003359,0.000000000,0.082003359,0.0000000000,0.0820033590
WAREHOUSE_METERING,2025-11-20,83.066944384,2.815659305,85.882603689,-2.8156593050,83.0669443840
TRUST_CENTER,2025-11-21,0.080117861,0.000000000,0.080117861,0.0000000000,0.0801178610
WAREHOUSE_METERING,2025-11-21,75.668888847,2.870919185,78.539808032,-2.8709191850,75.6688888470
TRUST_CENTER,2025-11-22,0.085522744,0.000000000,0.085522744,0.0000000000,0.0855227440
WAREHOUSE_METERING,2025-11-22,59.633333292,2.155238147,61.788571439,-2.1552381470,59.6333332920
TRUST_CENTER,2025-11-23,0.080012371,0.000000000,0.080012371,0.0000000000,0.0800123710
WAREHOUSE_METERING,2025-11-23,61.447499956,2.466208548,63.913708504,-2.4662085480,61.4474999560
TRUST_CENTER,2025-11-24,0.068243237,0.000000000,0.068243237,0.0000000000,0.0682432370
WAREHOUSE_METERING,2025-11-24,75.091944398,2.817328208,77.909272606,-2.8173282080,75.0919443980
TRUST_CENTER,2025-11-25,0.075564562,0.000000000,0.075564562,0.0000000000,0.0755645620
WAREHOUSE_METERING,2025-11-25,79.515555507,2.915927300,82.431482807,-2.9159273000,79.5155555070
TRUST_CENTER,2025-11-26,0.080296705,0.000000000,0.080296705,0.0000000000,0.0802967050
WAREHOUSE_METERING,2025-11-26,79.998055500,2.621680846,82.619736346,-2.6216808460,79.9980555000
TRUST_CENTER,2025-11-27,0.081748237,0.000000000,0.081748237,0.0000000000,0.0817482370
WAREHOUSE_METERING,2025-11-27,85.711388835,2.848673310,88.560062145,-2.8486733100,85.7113888350
TRUST_CENTER,2025-11-28,0.075627868,0.000000000,0.075627868,0.0000000000,0.0756278680
WAREHOUSE_METERING,2025-11-28,75.574166614,2.566981469,78.141148083,-2.5669814690,75.5741666140
TRUST_CENTER,2025-11-29,0.083870347,0.000000000,0.083870347,0.0000000000,0.0838703470
WAREHOUSE_METERING,2025-11-29,65.091666614,2.325202918,67.416869532,-2.3252029180,65.0916666140
TRUST_CENTER,2025-11-30,0.083049648,0.000000000,0.083049648,0.0000000000,0.0830496480
WAREHOUSE_METERING,2025-11-30,67.852222184,2.432078343,70.284300527,-2.4320783430,67.8522221840
TRUST_CENTER,2025-12-01,0.072786622,0.000000000,0.072786622,0.0000000000,0.0727866220
WAREHOUSE_METERING,2025-12-01,90.993611054,2.956836342,93.950447396,-2.9568363420,90.9936110540
TRUST_CENTER,2025-12-02,0.082954262,0.000000000,0.082954262,0.0000000000,0.0829542620
WAREHOUSE_METERING,2025-12-02,81.116666625,2.731939725,83.848606350,-2.7319397250,81.1166666250
TRUST_CENTER,2025-12-03,0.074823219,0.000000000,0.074823219,0.0000000000,0.0748232190
WAREHOUSE_METERING,2025-12-03,76.419166616,2.863939749,79.283106365,-2.8639397490,76.4191666160
TRUST_CENTER,2025-12-04,0.074690360,0.000000000,0.074690360,0.0000000000,0.0746903600
WAREHOUSE_METERING,2025-12-04,77.681944393,2.769709946,80.451654339,-2.7697099460,77.6819443930
TRUST_CENTER,2025-12-05,0.068414958,0.000000000,0.068414958,0.0000000000,0.0684149580
WAREHOUSE_METERING,2025-12-05,68.484444390,2.415416531,70.899860921,-2.4154165310,68.4844443900
TRUST_CENTER,2025-12-06,0.083644560,0.000000000,0.083644560,0.0000000000,0.0836445600
WAREHOUSE_METERING,2025-12-06,62.828611071,2.361736769,65.190347840,-2.3617367690,62.8286110710
TRUST_CENTER,2025-12-07,0.073066001,0.000000000,0.073066001,0.0000000000,0.0730660010
WAREHOUSE_METERING,2025-12-07,75.209444403,2.402436805,77.611881208,-2.4024368050,75.2094444030
TRUST_CENTER,2025-12-08,0.074537016,0.000000000,0.074537016,0.0000000000,0.0745370160
WAREHOUSE_METERING,2025-12-08,86.709999945,2.774772761,89.484772706,-2.7747727610,86.7099999450
TRUST_CENTER,2025-12-09,0.080203423,0.000000000,0.080203423,0.0000000000,0.0802034230
WAREHOUSE_METERING,2025-12-09,87.114444385,3.295688080,90.410132465,-3.2956880800,87.1144443850
TRUST_CENTER,2025-12-10,0.072843435,0.000000000,0.072843435,0.0000000000,0.0728434350
WAREHOUSE_METERING,2025-12-10,88.791944388,11.138026530,99.929970918,-8.8791944388,91.0507764792
TRUST_CENTER,2025-12-11,0.073492097,0.000000000,0.073492097,0.0000000000,0.0734920970
WAREHOUSE_METERING,2025-12-11,83.749999947,4.135275885,87.885275832,-4.1352758850,83.7499999470
TRUST_CENTER,2025-12-12,0.069674032,0.000000000,0.069674032,0.0000000000,0.0696740320
WAREHOUSE_METERING,2025-12-12,72.604166620,2.688573995,75.292740615,-2.6885739950,72.6041666200
TRUST_CENTER,2025-12-13,0.082614157,0.000000000,0.082614157,0.0000000000,0.0826141570
WAREHOUSE_METERING,2025-12-13,60.805833288,1.918922872,62.724756160,-1.9189228720,60.8058332880
TRUST_CENTER,2025-12-14,0.080308270,0.000000000,0.080308270,0.0000000000,0.0803082700
WAREHOUSE_METERING,2025-12-14,65.884444406,2.843931649,68.728376055,-2.8439316490,65.8844444060
TRUST_CENTER,2025-12-15,0.093199359,0.000000000,0.093199359,0.0000000000,0.0931993590
WAREHOUSE_METERING,2025-12-15,80.160555499,2.918674607,83.079230106,-2.9186746070,80.1605554990
TRUST_CENTER,2025-12-16,0.088886972,0.000000000,0.088886972,0.0000000000,0.0888869720
WAREHOUSE_METERING,2025-12-16,74.847499945,3.441310853,78.288810798,-3.4413108530,74.8474999450
TRUST_CENTER,2025-12-17,0.077166703,0.000000000,0.077166703,0.0000000000,0.0771667030
WAREHOUSE_METERING,2025-12-17,84.822777726,5.595180375,90.417958101,-5.5951803750,84.8227777260
TRUST_CENTER,2025-12-18,0.070346524,0.000000000,0.070346524,0.0000000000,0.0703465240
WAREHOUSE_METERING,2025-12-18,77.291666618,4.385262682,81.676929300,-4.3852626820,77.2916666180
TRUST_CENTER,2025-12-19,0.075393644,0.000000000,0.075393644,0.0000000000,0.0753936440
WAREHOUSE_METERING,2025-12-19,96.813333256,10.069602969,106.882936225,-9.6813333256,97.2016028994
TRUST_CENTER,2025-12-20,0.070067504,0.000000000,0.070067504,0.0000000000,0.0700675040
WAREHOUSE_METERING,2025-12-20,63.154999955,2.281015518,65.436015473,-2.2810155180,63.1549999550
TRUST_CENTER,2025-12-21,0.077114682,0.000000000,0.077114682,0.0000000000,0.0771146820
WAREHOUSE_METERING,2025-12-21,66.266944401,2.427108678,68.694053079,-2.4271086780,66.2669444010
TRUST_CENTER,2025-12-22,0.070086299,0.000000000,0.070086299,0.0000000000,0.0700862990
WAREHOUSE_METERING,2025-12-22,115.732777715,9.172236137,124.905013852,-9.1722361370,115.7327777150
AUTO_CLUSTERING,2025-12-23,0.000047500,0.000000000,0.000047500,0.0000000000,0.0000475000
TRUST_CENTER,2025-12-23,0.075961719,0.000000000,0.075961719,0.0000000000,0.0759617190
WAREHOUSE_METERING,2025-12-23,176.203611064,5.023964467,181.227575531,-5.0239644670,176.2036110640
TRUST_CENTER,2025-12-24,0.066203896,0.000000000,0.066203896,0.0000000000,0.0662038960
WAREHOUSE_METERING,2025-12-24,169.715277721,4.537569682,174.252847403,-4.5375696820,169.7152777210
TRUST_CENTER,2025-12-25,0.072900127,0.000000000,0.072900127,0.0000000000,0.0729001270
WAREHOUSE_METERING,2025-12-25,68.008888850,2.435636412,70.444525262,-2.4356364120,68.0088888500
TRUST_CENTER,2025-12-26,0.081933004,0.000000000,0.081933004,0.0000000000,0.0819330040
WAREHOUSE_METERING,2025-12-26,126.811388826,3.237333202,130.048722028,-3.2373332020,126.8113888260
TRUST_CENTER,2025-12-27,0.080163824,0.000000000,0.080163824,0.0000000000,0.0801638240
WAREHOUSE_METERING,2025-12-27,63.583055513,2.285275124,65.868330637,-2.2852751240,63.5830555130
TRUST_CENTER,2025-12-28,0.076949307,0.000000000,0.076949307,0.0000000000,0.0769493070
WAREHOUSE_METERING,2025-12-28,64.354166635,2.356134932,66.710301567,-2.3561349320,64.3541666350
TRUST_CENTER,2025-12-29,0.084081580,0.000000000,0.084081580,0.0000000000,0.0840815800
WAREHOUSE_METERING,2025-12-29,82.771111050,2.808337660,85.579448710,-2.8083376600,82.7711110500
TRUST_CENTER,2025-12-30,0.082701272,0.000000000,0.082701272,0.0000000000,0.0827012720
WAREHOUSE_METERING,2025-12-30,80.475277717,2.690789537,83.166067254,-2.6907895370,80.4752777170
TRUST_CENTER,2025-12-31,0.074724914,0.000000000,0.074724914,0.0000000000,0.0747249140
WAREHOUSE_METERING,2025-12-31,74.533055501,2.751656404,77.284711905,-2.7516564040,74.5330555010
TRUST_CENTER,2026-01-01,0.068835486,0.000000000,0.068835486,0.0000000000,0.0688354860
WAREHOUSE_METERING,2026-01-01,67.113333281,2.567738717,69.681071998,-2.5677387170,67.1133332810
TRUST_CENTER,2026-01-02,0.084335578,0.000000000,0.084335578,0.0000000000,0.0843355780
WAREHOUSE_METERING,2026-01-02,69.987222169,2.758996996,72.746219165,-2.7589969960,69.9872221690
TRUST_CENTER,2026-01-03,0.069135772,0.000000000,0.069135772,0.0000000000,0.0691357720
WAREHOUSE_METERING,2026-01-03,61.830555513,2.261803161,64.092358674,-2.2618031610,61.8305555130
TRUST_CENTER,2026-01-04,0.071564080,0.000000000,0.071564080,0.0000000000,0.0715640800
WAREHOUSE_METERING,2026-01-04,64.029999956,2.388099933,66.418099889,-2.3880999330,64.0299999560
TRUST_CENTER,2026-01-05,0.080262676,0.000000000,0.080262676,0.0000000000,0.0802626760
WAREHOUSE_METERING,2026-01-05,78.857499951,3.214618714,82.072118665,-3.2146187140,78.8574999510
TRUST_CENTER,2026-01-06,0.075272762,0.000000000,0.075272762,0.0000000000,0.0752727620
WAREHOUSE_METERING,2026-01-06,82.916944389,2.991925822,85.908870211,-2.9919258220,82.9169443890
TRUST_CENTER,2026-01-07,0.064873916,0.000000000,0.064873916,0.0000000000,0.0648739160
WAREHOUSE_METERING,2026-01-07,100.430555483,3.059627184,103.490182667,-3.0596271840,100.4305554830
TRUST_CENTER,2026-01-08,0.077688174,0.000000000,0.077688174,0.0000000000,0.0776881740
WAREHOUSE_METERING,2026-01-08,119.815833257,3.870955464,123.686788721,-3.8709554640,119.8158332570
TRUST_CENTER,2026-01-09,0.065398829,0.000000000,0.065398829,0.0000000000,0.0653988290
WAREHOUSE_METERING,2026-01-09,86.928333268,2.379743238,89.308076506,-2.3797432380,86.9283332680
TRUST_CENTER,2026-01-10,0.074451567,0.000000000,0.074451567,0.0000000000,0.0744515670
WAREHOUSE_METERING,2026-01-10,88.358888819,2.527972903,90.886861722,-2.5279729030,88.3588888190
TRUST_CENTER,2026-01-11,0.080682695,0.000000000,0.080682695,0.0000000000,0.0806826950
WAREHOUSE_METERING,2026-01-11,76.878055502,2.237521907,79.115577409,-2.2375219070,76.8780555020
TRUST_CENTER,2026-01-12,0.063433653,0.000000000,0.063433653,0.0000000000,0.0634336530
WAREHOUSE_METERING,2026-01-12,85.774722160,2.817407148,88.592129308,-2.8174071480,85.7747221600
TRUST_CENTER,2026-01-13,0.071939229,0.000000000,0.071939229,0.0000000000,0.0719392290
WAREHOUSE_METERING,2026-01-13,83.799722167,3.232415448,87.032137615,-3.2324154480,83.7997221670
TRUST_CENTER,2026-01-14,0.064902317,0.000000000,0.064902317,0.0000000000,0.0649023170
WAREHOUSE_METERING,2026-01-14,82.243333272,2.702044012,84.945377284,-2.7020440120,82.2433332720
TRUST_CENTER,2026-01-15,0.059485563,0.000000000,0.059485563,0.0000000000,0.0594855630
WAREHOUSE_METERING,2026-01-15,83.991388823,2.781951149,86.773339972,-2.7819511490,83.9913888230
TRUST_CENTER,2026-01-16,0.063950499,0.000000000,0.063950499,0.0000000000,0.0639504990
WAREHOUSE_METERING,2026-01-16,73.721388851,2.530747586,76.252136437,-2.5307475860,73.7213888510
TRUST_CENTER,2026-01-17,0.066996271,0.000000000,0.066996271,0.0000000000,0.0669962710
WAREHOUSE_METERING,2026-01-17,55.420833328,2.084491380,57.505324708,-2.0844913800,55.4208333280
TRUST_CENTER,2026-01-18,0.064574925,0.000000000,0.064574925,0.0000000000,0.0645749250
WAREHOUSE_METERING,2026-01-18,55.033055537,2.319787823,57.352843360,-2.3197878230,55.0330555370
TRUST_CENTER,2026-01-19,0.051531954,0.000000000,0.051531954,0.0000000000,0.0515319540
WAREHOUSE_METERING,2026-01-19,80.769999960,2.726736832,83.496736792,-2.7267368320,80.7699999600
TRUST_CENTER,2026-01-20,0.046299136,0.000000000,0.046299136,0.0000000000,0.0462991360
WAREHOUSE_METERING,2026-01-20,84.838333277,2.629023693,87.467356970,-2.6290236930,84.8383332770
TRUST_CENTER,2026-01-21,0.049062043,0.000000000,0.049062043,0.0000000000,0.0490620430
WAREHOUSE_METERING,2026-01-21,89.857777726,2.621938885,92.479716611,-2.6219388850,89.8577777260
TRUST_CENTER,2026-01-22,0.044860009,0.000000000,0.044860009,0.0000000000,0.0448600090
WAREHOUSE_METERING,2026-01-22,81.991666621,2.390267807,84.381934428,-2.3902678070,81.9916666210
TRUST_CENTER,2026-01-23,0.050666802,0.000000000,0.050666802,0.0000000000,0.0506668020
WAREHOUSE_METERING,2026-01-23,75.168333286,2.250121010,77.418454296,-2.2501210100,75.1683332860
TRUST_CENTER,2026-01-24,0.061445160,0.000000000,0.061445160,0.0000000000,0.0614451600
WAREHOUSE_METERING,2026-01-24,59.870555515,2.128853971,61.999409486,-2.1288539710,59.8705555150
